site_name,line,collar,sample,treatment,location,park_id,datetime,tot_vol_cm3,meanchamberT,Lflux_dry,Qflux_dry,Lflux_R2,Qflux_R2,soil_mois_probe_VWC,light_lux,soil_temp,air_temp,soil_pH,humidity,notes
Berry Hill,1,1,SB_BerryHill_line1_1,insect,BerryHill,GMNP,7/21/22 14:34,1105.3,20.24467,3.30781,4.20469,0.99797,0.99966,33,9500,14,22,5.4,90,NA
Berry Hill,1,1,SB_BerryHill_line1_1,insect,BerryHill,GMNP,7/21/22 14:35,1105.3,20.07817,3.16252,3.75239,0.99891,0.99956,33,9500,14,22,5.4,90,NA
Berry Hill,1,2,SB_BerryHill_line1_2,insect,BerryHill,GMNP,7/21/22 14:17,1021.6,19.24115,1.78403,2.07311,0.99762,0.99841,60,17000,13,21,6.2,90,NA
Berry Hill,1,2,SB_BerryHill_line1_2,insect,BerryHill,GMNP,7/21/22 14:18,1021.6,19.50131,1.51999,1.51999,0.99546,0.99546,60,17000,13,21,6.2,90,NA
Berry Hill,1,3,SB_BerryHill_line1_3,insect,BerryHill,GMNP,7/21/22 14:47,1063.45,18.229,3.6757,4.24651,0.99903,0.99969,28,2000,13,20,5.9,82,NA
Berry Hill,1,3,SB_BerryHill_line1_3,insect,BerryHill,GMNP,7/21/22 14:49,1063.45,18.11767,3.50663,4.02877,0.99872,0.99936,28,2000,13,20,5.9,82,NA
Berry Hill,1,4,SB_BerryHill_line1_4,insect,BerryHill,GMNP,7/21/22 14:01,1021.6,16.65213,1.24151,1.24151,0.99371,0.99371,21,2600,12,21,5.4,82,NA
Berry Hill,1,4,SB_BerryHill_line1_4,insect,BerryHill,GMNP,7/21/22 14:02,1021.6,16.65541,1.79002,1.85072,0.999,0.99908,21,2600,12,21,5.4,82,NA
Berry Hill,1,5,SB_BerryHill_line1_5,insect,BerryHill,GMNP,7/21/22 13:46,979.75,17.09787,1.64902,1.67717,0.99874,0.99875,43,1700,11,24,6.2,67,NA
Berry Hill,1,5,SB_BerryHill_line1_5,insect,BerryHill,GMNP,7/21/22 13:48,979.75,16.95311,1.75233,1.81047,0.99872,0.99878,43,1700,11,24,6.2,67,NA
Berry Hill,2,1,SB_BerryHill_line2_1,insect,BerryHill,GMNP,7/21/22 17:16,1105.3,19.74767,7.51861,9.64293,0.99802,0.99972,58,600,13,21,5.8,88,NA
Berry Hill,2,1,SB_BerryHill_line2_1,insect,BerryHill,GMNP,7/21/22 17:18,1105.3,19.569,6.45434,7.55379,0.99908,0.99966,58,600,13,21,5.8,88,NA
Berry Hill,2,2,SB_BerryHill_line2_2,insect,BerryHill,GMNP,7/21/22 17:05,1021.6,20.62917,3.95992,4.58082,0.99855,0.99917,97,3600,14,21,5.3,89,NA
Berry Hill,2,2,SB_BerryHill_line2_2,insect,BerryHill,GMNP,7/21/22 17:06,1021.6,20.61617,3.6274,3.98441,0.99925,0.99948,97,3600,14,21,5.3,89,NA
Berry Hill,2,3,SB_BerryHill_line2_3,insect,BerryHill,GMNP,7/21/22 17:31,958.83,19.151,2.64054,2.97391,0.99875,0.9992,52,1000,13,20,5.6,91,NA
Berry Hill,2,3,SB_BerryHill_line2_3,insect,BerryHill,GMNP,7/21/22 17:33,958.83,18.96467,2.43991,2.69105,0.99918,0.99946,52,1000,13,20,5.6,91,NA
Berry Hill,2,4,SB_BerryHill_line2_4,insect,BerryHill,GMNP,7/21/22 16:53,1021.6,19.24,3.54125,3.91915,0.99909,0.9994,20,1800,13,21,4.6,87,NA
Berry Hill,2,4,SB_BerryHill_line2_4,insect,BerryHill,GMNP,7/21/22 16:55,1021.6,19.152,3.29886,3.74653,0.99887,0.99939,20,1800,13,21,4.6,87,NA
Berry Hill,2,5,SB_BerryHill_line2_5,insect,BerryHill,GMNP,7/21/22 16:43,1021.6,19.60617,4.39052,4.52337,0.99975,0.99977,74,1700,15,22,5.8,87,NA
Berry Hill,2,5,SB_BerryHill_line2_5,insect,BerryHill,GMNP,7/21/22 16:44,1021.6,19.47683,3.94616,4.29557,0.99946,0.99969,74,1700,15,22,5.8,87,NA
Berry Hill,3,1,SB_BerryHill_line3_1,insect,BerryHill,GMNP,7/21/22 15:47,1021.6,20.0875,3.40974,3.85976,0.99901,0.99944,32,9000,12,21,5.4,92,NA
Berry Hill,3,1,SB_BerryHill_line3_1,insect,BerryHill,GMNP,7/21/22 15:49,1021.6,20.08417,3.44408,3.82273,0.99911,0.99939,32,9000,12,21,5.4,92,NA
Berry Hill,3,2,SB_BerryHill_line3_2,insect,BerryHill,GMNP,7/21/22 15:34,1063.45,18.67083,3.494,4.14347,0.99809,0.999,49,5200,14,18,5.2,92,NA
Berry Hill,3,2,SB_BerryHill_line3_2,insect,BerryHill,GMNP,7/21/22 15:36,1063.45,18.5805,3.2677,3.82758,0.99797,0.99885,49,5200,14,18,5.2,92,NA
Berry Hill,3,3,SB_BerryHill_line3_3,insect,BerryHill,GMNP,7/21/22 16:07,979.75,21.74667,2.66678,3.17329,0.99846,0.99944,35,3700,12,21,6.4,93,NA
Berry Hill,3,3,SB_BerryHill_line3_3,insect,BerryHill,GMNP,7/21/22 16:09,979.75,21.45833,2.45069,2.63699,0.99893,0.99907,35,3700,12,21,6.4,93,NA
Berry Hill,3,4,SB_BerryHill_line3_4,insect,BerryHill,GMNP,7/21/22 15:21,979.75,17.3605,2.49994,2.73109,0.99897,0.9992,24,2500,13,18,7,89,NA
Berry Hill,3,4,SB_BerryHill_line3_4,insect,BerryHill,GMNP,7/21/22 15:23,979.75,17.31633,2.49984,2.61071,0.99901,0.99906,24,2500,13,18,7,89,NA
Berry Hill,3,5,SB_BerryHill_line3_5,insect,BerryHill,GMNP,7/21/22 15:11,1021.6,17.74933,4.17214,4.43438,0.99939,0.9995,22,1900,12,19,6,87,NA
Berry Hill,3,5,SB_BerryHill_line3_5,insect,BerryHill,GMNP,7/21/22 15:13,1021.6,17.7105,3.99696,3.99696,0.99947,0.99947,22,1900,12,19,6,87,NA
Berry Pond,1,1,SB_BerryPond_line1_1,insect,BerryPond,GMNP,7/22/22 15:07,1063.45,30.0418,4.80976,5.47173,0.99877,0.99975,62,31500,14,29,5.4,65,NA
Berry Pond,1,1,SB_BerryPond_line1_1,insect,BerryPond,GMNP,7/22/22 15:08,1063.45,30.5377,4.83704,5.32852,0.99894,0.99953,62,31500,14,29,5.4,65,NA
Berry Pond,1,2,SB_BerryPond_line1_2,insect,BerryPond,GMNP,7/22/22 14:46,1105.3,28.11115,4.85223,5.99998,0.99709,0.99965,42,24200,15,29,5.6,71,NA
Berry Pond,1,2,SB_BerryPond_line1_2,insect,BerryPond,GMNP,7/22/22 14:48,1105.3,28.00836,4.5301,6.24008,0.99831,0.99954,42,24200,15,29,5.6,71,NA
Berry Pond,1,3,SB_BerryPond_line1_3,insect,BerryPond,GMNP,7/22/22 14:57,1063.45,28.59623,9.22931,10.38795,0.997,0.99915,42,9800,NA,29,6,70,NA
Berry Pond,1,3,SB_BerryPond_line1_3,insect,BerryPond,GMNP,7/22/22 14:58,1063.45,28.64705,8.68522,10.22004,0.99789,0.99954,42,9800,NA,29,6,70,NA
Berry Pond,1,4,SB_BerryPond_line1_4,insect,BerryPond,GMNP,7/22/22 14:34,1147.15,29.15934,11.68657,12.75512,0.99942,0.9997,24,1100,12,24,5.4,65,NA
Berry Pond,1,4,SB_BerryPond_line1_4,insect,BerryPond,GMNP,7/22/22 14:36,1147.15,28.72885,13.42933,14.16362,0.99932,0.99981,24,1100,12,24,5.4,65,NA
Berry Pond,1,5,SB_BerryPond_line1_5,insect,BerryPond,GMNP,7/17/22 16:46,1021.6,18.83721,2.73433,2.91785,0.99943,0.99967,39,200,NA,22,NA,NA,done on different day than others in line due to rain
Berry Pond,2,1,SB_BerryPond_line2_1,insect,BerryPond,GMNP,7/22/22 16:05,1021.6,27.5305,4.93528,5.41988,0.99932,0.99957,68,12000,15,28,5.4,77,NA
Berry Pond,2,1,SB_BerryPond_line2_1,insect,BerryPond,GMNP,7/22/22 16:07,1021.6,27.60517,5.07209,5.72293,0.99929,0.99971,68,12000,15,28,5.4,77,NA
Berry Pond,2,2,SB_BerryPond_line2_2,insect,BerryPond,GMNP,7/22/22 15:54,1042.53,26.8365,9.36814,9.94055,0.99968,0.99978,71,9000,13,28,5.3,74,NA
Berry Pond,2,2,SB_BerryPond_line2_2,insect,BerryPond,GMNP,7/22/22 15:55,1042.53,26.74417,9.44616,9.96315,0.99962,0.9997,71,9000,13,28,5.3,74,NA
Berry Pond,2,3,SB_BerryPond_line2_3,insect,BerryPond,GMNP,7/22/22 16:14,1000.68,26.65317,2.69039,2.69039,0.99911,0.99911,86,14300,17,28,5.2,76,NA
Berry Pond,2,3,SB_BerryPond_line2_3,insect,BerryPond,GMNP,7/22/22 16:16,1000.68,26.79033,3.47575,4.14471,0.9986,0.99951,86,14300,17,28,5.2,76,NA
Berry Pond,2,4,SB_BerryPond_line2_4,insect,BerryPond,GMNP,7/22/22 15:42,1021.6,25.117,6.63909,7.32507,0.99956,0.99984,29,1000,13,29,5.6,63,NA
Berry Pond,2,4,SB_BerryPond_line2_4,insect,BerryPond,GMNP,7/22/22 15:44,1021.6,24.91833,6.26495,6.66137,0.99968,0.99979,29,1000,13,29,5.6,63,NA
Berry Pond,2,5,SB_BerryPond_line2_5,insect,BerryPond,GMNP,7/22/22 15:32,1063.45,26.60633,4.84209,5.94533,0.99833,0.99961,29,4300,12,30,5.1,71,NA
Berry Pond,2,5,SB_BerryPond_line2_5,insect,BerryPond,GMNP,7/22/22 15:33,1063.45,26.52133,4.18007,4.70906,0.99926,0.9997,29,4300,12,30,5.1,71,NA
Berry Pond,3,1,SB_BerryPond_line3_1,insect,BerryPond,GMNP,7/17/22 16:21,1105.3,20.48557,2.89817,3.16375,0.99818,0.99928,56,12600,NA,21,NA,NA,temp/pH probe dead
Berry Pond,3,1,SB_BerryPond_line3_1,insect,BerryPond,GMNP,7/17/22 16:22,1105.3,20.53656,2.96537,3.25689,0.99884,0.99938,56,12600,NA,21,NA,NA,temp/pH probe dead
Berry Pond,3,2,SB_BerryPond_line3_2,insect,BerryPond,GMNP,7/17/22 15:56,1000.68,18.88066,2.7864,3.47083,0.99686,0.99926,38,1600,NA,22,NA,NA,temp/pH probe dead
Berry Pond,3,2,SB_BerryPond_line3_2,insect,BerryPond,GMNP,7/17/22 15:58,1000.68,18.82574,2.6092,2.88493,0.99903,0.99938,38,1600,NA,22,NA,NA,temp/pH probe dead
Berry Pond,3,3,SB_BerryPond_line3_3,insect,BerryPond,GMNP,7/17/22 16:07,1105.3,19.1877,4.1844,4.29819,0.99934,0.99947,54,7000,NA,21,NA,NA,temp/pH probe dead
Berry Pond,3,3,SB_BerryPond_line3_3,insect,BerryPond,GMNP,7/17/22 16:09,1105.3,19.22525,4.36824,4.7552,0.99899,0.99955,54,7000,NA,21,NA,NA,temp/pH probe dead
Berry Pond,3,4,SB_BerryPond_line3_4,insect,BerryPond,GMNP,7/17/22 15:39,1042.53,19.63131,3.55917,3.5716,0.99946,0.99951,41,325,NA,24,NA,NA,temp/pH probe dead
Berry Pond,3,4,SB_BerryPond_line3_4,insect,BerryPond,GMNP,7/17/22 15:40,1042.53,19.49951,3.4614,3.4614,0.99954,0.99954,41,325,NA,24,NA,NA,temp/pH probe dead
Berry Pond,3,5,SB_BerryPond_line3_5,insect,BerryPond,GMNP,7/17/22 15:29,979.75,21.93689,3.36048,3.7213,0.99919,0.99958,45,900,NA,23,NA,NA,temp/pH probe dead
Berry Pond,3,5,SB_BerryPond_line3_5,insect,BerryPond,GMNP,7/17/22 15:30,979.75,21.47,3.64975,4.06824,0.99866,0.99959,45,900,NA,23,NA,NA,temp/pH probe dead
BlueHill_c,1,1,Excl_BlueHill_c,exclosure,BlueHill_c,TNNP,8/3/22 16:21,1105.3,29.97233,4.1173,4.54271,0.99921,0.99946,7,4400,17,29,6.6,62,NA
BlueHill_c,1,1,Excl_BlueHill_c,exclosure,BlueHill_c,TNNP,8/3/22 16:23,1105.3,30.00883,4.01017,4.26882,0.99958,0.99967,7,4400,17,29,6.6,62,NA
BlueHill_c,1,2,Excl_BlueHill_c,exclosure,BlueHill_c,TNNP,8/3/22 16:29,1209.93,30.441,4.19827,4.86455,0.99874,0.9994,7,6000,18,30,6.8,62,NA
BlueHill_c,1,2,Excl_BlueHill_c,exclosure,BlueHill_c,TNNP,8/3/22 16:30,1209.93,30.494,4.0182,4.53429,0.99907,0.99949,7,6000,18,30,6.8,62,NA
BlueHill_c,1,3,Excl_BlueHill_c,exclosure,BlueHill_c,TNNP,8/3/22 16:36,1272.7,30.31867,7.21532,7.39116,0.99956,0.99957,28,4800,18,30,6.8,63,NA
BlueHill_c,1,3,Excl_BlueHill_c,exclosure,BlueHill_c,TNNP,8/3/22 16:38,1272.7,30.46317,6.81743,6.92683,0.99966,0.99966,28,4800,18,30,6.8,63,NA
BlueHill_c,1,4,Excl_BlueHill_c,exclosure,BlueHill_c,TNNP,8/3/22 16:42,1147.15,30.41167,6.01804,6.79798,0.99913,0.99951,20,700,16,30,6.6,64,NA
BlueHill_c,1,4,Excl_BlueHill_c,exclosure,BlueHill_c,TNNP,8/3/22 16:44,1147.15,30.11767,6.00636,6.46922,0.99945,0.9996,20,700,16,30,6.6,64,NA
BlueHill_c,1,5,Excl_BlueHill_c,exclosure,BlueHill_c,TNNP,8/3/22 16:50,1168.08,31.0885,4.07595,4.47884,0.99934,0.99959,28,23000,19,30,6.6,62,NA
BlueHill_c,1,5,Excl_BlueHill_c,exclosure,BlueHill_c,TNNP,8/3/22 16:51,1168.08,31.015,3.98805,4.43051,0.99899,0.9993,28,23000,19,30,6.6,62,NA
BlueHill_e,1,1,Excl_BlueHill_e,exclosure,BlueHill_e,TNNP,8/3/22 15:59,1021.6,30.16525,5.82263,6.57653,0.99858,0.99983,12,6000,15,29,6.6,69,NA
BlueHill_e,1,1,Excl_BlueHill_e,exclosure,BlueHill_e,TNNP,8/3/22 16:00,1021.6,29.92246,5.62697,6.32605,0.9989,0.99977,12,6000,15,29,6.6,69,NA
BlueHill_e,1,2,Excl_BlueHill_e,exclosure,BlueHill_e,TNNP,8/3/22 15:28,1230.85,30.18197,4.50264,5.18573,0.99812,0.99962,20,16800,15,25,6.8,72,NA
BlueHill_e,1,2,Excl_BlueHill_e,exclosure,BlueHill_e,TNNP,8/3/22 15:30,1230.85,30.05049,4.18475,4.84539,0.99897,0.99948,20,16800,15,25,6.8,72,NA
BlueHill_e,1,3,Excl_BlueHill_e,exclosure,BlueHill_e,TNNP,8/3/22 15:35,1084.38,29.24279,5.0801,6.80738,0.99561,0.99923,9,3800,20,27,6.4,70,NA
BlueHill_e,1,3,Excl_BlueHill_e,exclosure,BlueHill_e,TNNP,8/3/22 15:37,1084.38,29.19738,4.83009,5.81868,0.99769,0.99945,9,3800,20,27,6.4,70,NA
BlueHill_e,1,4,Excl_BlueHill_e,exclosure,BlueHill_e,TNNP,8/3/22 15:43,1147.15,30.04721,3.49802,3.49802,0.99932,0.99932,3,12000,18,28,6.8,71,NA
BlueHill_e,1,4,Excl_BlueHill_e,exclosure,BlueHill_e,TNNP,8/3/22 15:44,1147.15,30.3582,4.51789,5.26362,0.99727,0.99962,3,12000,18,28,6.8,71,NA
BlueHill_e,1,5,Excl_BlueHill_e,exclosure,BlueHill_e,TNNP,8/3/22 15:49,1272.7,30.72934,7.2036,8.29145,0.99861,0.99969,27,9800,17,29,6.8,66,NA
BlueHill_e,1,5,Excl_BlueHill_e,exclosure,BlueHill_e,TNNP,8/3/22 15:51,1272.7,30.58443,7.16379,8.07805,0.99911,0.99977,27,9800,17,29,6.8,66,NA
Electric,1,1,Timber_electric_line1_1,timber,electric,GMNP,7/18/22 14:55,1021.6,24.51492,2.93144,3.26416,0.9987,0.99953,80,8700,10,25,6,68,NA
Electric,1,1,Timber_electric_line1_1,timber,electric,GMNP,7/18/22 14:57,1021.6,24.39951,2.86918,3.16379,0.99886,0.99951,80,8700,10,25,6,68,NA
Electric,1,2,Timber_electric_line1_2,timber,electric,GMNP,7/18/22 15:19,1021.6,28.33705,4.63633,5.15517,0.99892,0.99949,34,69100,13,29,5.8,66,NA
Electric,1,2,Timber_electric_line1_2,timber,electric,GMNP,7/18/22 15:20,1021.6,28.36131,4.60103,5.0437,0.99914,0.99972,34,69100,13,29,5.8,66,NA
Electric,1,3,Timber_electric_line1_3,timber,electric,GMNP,7/18/22 15:09,1000.68,25.66951,2.95727,3.27769,0.99892,0.99952,25,5300,12,26,5.3,65,NA
Electric,1,3,Timber_electric_line1_3,timber,electric,GMNP,7/18/22 15:11,1000.68,25.37984,2.98095,3.40455,0.99831,0.99893,25,5300,12,26,5.3,65,NA
Electric,1,4,Timber_electric_line1_4,timber,electric,GMNP,7/18/22 14:40,1021.6,22.74082,5.87911,6.38612,0.9995,0.99976,31,3900,11,26,5.2,67,NA
Electric,1,4,Timber_electric_line1_4,timber,electric,GMNP,7/18/22 14:42,1021.6,22.61934,5.61088,5.73432,0.99977,0.99978,31,3900,11,26,5.2,67,NA
