"","site_name","line","collar","Lflux_dry","Qflux_dry","disturbance","park_id","latitude","longitude","altitude","rel_chmbrT","rel_VWC","rel_RH","rel_soilT","rel_lux","rel_airT","avg_orgdepth","coverage","geometry","density"
"20","Rocky Harbour",1,"5",2.895435,3.160505,"control","GMNP",-57.9364910536054,49.604386990005,64.5282374033704,-0.00412945416417669,-0.166666666666667,NA,-0.0883977900552486,-0.737562756732086,-0.117647058823529,NA,"closed",c(-57.937045780212, 49.6035394282669),0
"21","Rocky Harbour",2,"1",4.876895,5.062435,"control","GMNP",-57.9371683113816,49.6035958640739,73.3209009170532,0.0379776742490405,-0.566666666666667,NA,0.0773480662983426,1.05385668644455,-0.00735294117647056,NA,"closed",c(-57.937045780212, 49.6035394282669),0
"22","Rocky Harbour",2,"2",2.479325,2.92719,"control","GMNP",-57.9367840849402,49.6035085246431,72.7801905274391,0.000985776738650539,0.233333333333333,NA,-0.00552486187845302,-0.315381104518485,-0.00735294117647056,NA,"closed",c(-57.937045780212, 49.6035394282669),0
"23","Rocky Harbour",2,"3",3.357965,3.40011,"control","GMNP",-57.9365349165658,49.6034452154017,70.7950538955628,0.00119273507898139,-0.166666666666667,NA,0.0773480662983426,-0.566408032861707,-0.00735294117647056,NA,"closed",c(-57.937045780212, 49.6035394282669),0
"24","Rocky Harbour",2,"4",6.006425,7.019715,"control","GMNP",-57.9362248443606,49.6034105401951,68.8924952168017,0.00592200138258337,0.133333333333333,NA,-0.00552486187845302,0.346417161113647,-0.00735294117647056,NA,"closed",c(-57.937045780212, 49.6035394282669),0
"25","Rocky Harbour",2,"5",3.98625,4.21161,"control","GMNP",-57.9357467406037,49.6033511963203,70.5989770889282,0.0103548062164073,-0.133333333333333,NA,-0.00552486187845302,-0.543587403012323,-0.00735294117647056,NA,"closed",c(-57.937045780212, 49.6035394282669),0
"26","Rocky Harbour",3,"1",4.11929,4.645635,"control","GMNP",-57.9375164956394,49.6035240730735,74.6438379883766,-0.0108822817572066,0.0333333333333333,NA,-0.0883977900552486,-0.0073026015518028,-0.00735294117647056,NA,"closed",c(-57.937045780212, 49.6035394282669),0
"27","Rocky Harbour",3,"2",4.055795,4.305525,"control","GMNP",-57.9377153982016,49.6032932773697,80.2154932627454,-0.0113385500764079,-0.366666666666667,NA,0.0773480662983426,0.574623459607485,0.102941176470588,NA,"closed",c(-57.937045780212, 49.6035394282669),0
"28","Rocky Harbour",3,"3",3.10682,3.2922,"control","GMNP",-57.9377422667153,49.6030979902072,77.9481304222717,-0.00923056785415768,-0.233333333333333,NA,-0.0883977900552486,-0.121405750798722,0.102941176470588,NA,"closed",c(-57.937045780212, 49.6035394282669),0
"29","Rocky Harbour",3,"4",2.142395,2.412675,"control","GMNP",-57.9379096577794,49.6029218174463,77.3723570927977,-0.00673662103268206,0.166666666666667,NA,0.0773480662983426,0.141031492469192,0.0477941176470588,NA,"closed",c(-57.937045780212, 49.6035394282669),0
"30","Rocky Harbour",3,"5",5.29275,6.268415,"control","GMNP",-57.9380433820727,49.6026451047975,72.4455347685143,-0.000237620926633434,0.366666666666667,NA,0.0773480662983426,1.03103605659516,0.0477941176470588,3.33333333333333,"closed",c(-57.937045780212, 49.6035394282669),0
"31","Berry Pond",1,"5",2.73433,2.91785,"insect","GMNP",-57.9117679786294,49.6217202805991,124.099524565972,-0.0476381631608637,-0.142857142857143,NA,NA,-0.946961325966851,-0.00751879699248126,8.83333333333333,"closed",c(-57.9134565686218, 49.6223079905816),2.55415649716103
"32","Berry Pond",3,"1",2.93177,3.21032,"insect","GMNP",-57.9134307615998,49.6227197209835,119.169716835022,0.0369877247706493,0.230769230769231,NA,NA,2.3414364640884,-0.0526315789473685,5.83333333333333,"open",c(-57.9134565686218, 49.6223079905816),2.55415649716103
"33","Berry Pond",3,"2",2.6978,3.17788,"insect","GMNP",-57.9133593477848,49.6229780931491,123.355507912114,-0.0468297490819709,-0.164835164835165,NA,NA,-0.575690607734807,-0.00751879699248126,8.16666666666667,"open",c(-57.9134565686218, 49.6223079905816),2.55415649716103
"34","Berry Pond",3,"3",4.27632,4.526695,"insect","GMNP",-57.9133570846709,49.6231805580199,118.828347206115,-0.028969055916192,0.186813186813187,NA,NA,0.856353591160221,-0.0526315789473685,6,"edge",c(-57.9134565686218, 49.6223079905816),2.55415649716103
"35","Berry Pond",3,"4",3.510285,3.5165,"insect","GMNP",-57.9134507510609,49.6233789123005,119.742018363438,-0.0108222074229248,-0.0989010989010989,NA,NA,-0.913812154696133,0.0827067669172932,8.83333333333333,"closed",c(-57.9134565686218, 49.6223079905816),2.55415649716103
"36","Berry Pond",3,"5",3.505115,3.89477,"insect","GMNP",-57.9135691041979,49.623587835325,118.134797931648,0.0972714508113021,-0.010989010989011,NA,NA,-0.761325966850829,0.037593984962406,9.5,"closed",c(-57.9134565686218, 49.6223079905816),2.55415649716103
"37","Electric",1,"1",2.90031,3.213975,"timber","GMNP",-57.9192345589938,49.6152639342937,110.715249123051,0.0795144715124647,1.31404958677686,0.0427163198247537,-0.181286549707602,-0.244885306881587,0.00574712643678159,NA,"open",c(-57.9182716699058, 49.6146522976316),2.12318590677918
"38","Electric",1,"2",4.61868,5.099435,"timber","GMNP",-57.9191493150386,49.6155211329925,110.67685800977,0.25130151022967,-0.0165289256198347,0.0120481927710844,0.064327485380117,4.99752014879107,0.166666666666667,NA,"open",c(-57.9182716699058, 49.6146522976316),2.12318590677918
"39","Electric",1,"3",2.96911,3.34112,"timber","GMNP",-57.91913447907,49.6157489950302,108.558449805714,0.126630977531678,-0.276859504132231,-0.00328587075575018,-0.0175438596491227,-0.539987600743955,0.0459770114942529,NA,"edge",c(-57.9182716699058, 49.6146522976316),2.12318590677918
"40","Electric",1,"4",5.744995,6.06022,"timber","GMNP",-57.9189965967628,49.615926733287,107.226357521489,0.0010736944112575,-0.103305785123967,0.027382256297919,-0.0994152046783625,-0.661500309981401,0.0459770114942529,NA,"closed",c(-57.9182716699058, 49.6146522976316),2.12318590677918
"41","Electric",1,"5",8.255565,9.65059,"timber","GMNP",-57.9189701937678,49.6161822975147,111.987099708989,0.0251512415333518,-0.334710743801653,0.027382256297919,0.146198830409357,-0.800371977681339,-0.0344827586206897,NA,"closed",c(-57.9182716699058, 49.6146522976316),2.12318590677918
"42","Electric",2,"1",4.823975,4.94604,"timber","GMNP",-57.9173472896757,49.6145125385839,0,-0.0550586225231044,0.0702479338842976,-0.049288061336254,0.228070175438597,-0.279603223806572,0.00574712643678159,NA,"open",c(-57.9182716699058, 49.6146522976316),2.12318590677918
"43","Electric",2,"2",6.15404,6.74226,"timber","GMNP",-57.9169201478901,49.6145214653107,0,-0.06579298135748,0.735537190082645,0.0427163198247537,-0.0175438596491227,0.0415375077495351,-0.0747126436781609,NA,"open",c(-57.9182716699058, 49.6146522976316),2.12318590677918
"44","Electric",2,"3",4.191835,4.739135,"timber","GMNP",-57.9166198242995,49.6145997522864,0,-0.0806373335011872,-0.0743801652892561,-0.049288061336254,-0.0994152046783625,-0.73093614383137,-0.0344827586206897,NA,"edge",c(-57.9182716699058, 49.6146522976316),2.12318590677918
"45","Electric",2,"4",5.41928,6.378275,"timber","GMNP",-57.9162634257766,49.6147124469742,139.58982181549,-0.0227323984998892,-0.363636363636364,-0.0186199342825848,-0.0175438596491227,-0.84376937383757,0.0459770114942529,NA,"closed",c(-57.9182716699058, 49.6146522976316),2.12318590677918
"46","Electric",2,"5",3.652235,4.377405,"timber","GMNP",-57.9159487691316,49.6146976529154,127.79892832227,0.0856793511292219,-0.652892561983471,-0.049288061336254,-0.0175438596491227,-0.826410415375078,0.126436781609195,NA,"closed",c(-57.9182716699058, 49.6146522976316),2.12318590677918
"47","Electric",3,"2",4.27551,4.80708,"timber","GMNP",-57.9188934155347,49.6135308919939,137.895730081014,-0.0464416065341205,0.0413223140495868,0.0427163198247537,-0.0175438596491227,2.47179169249845,-0.0747126436781609,4.5,"open",c(-57.9182716699058, 49.6146522976316),2.12318590677918
"48","Electric",3,"3",3.210815,3.39343,"timber","GMNP",-57.9191752989384,49.613403026061,135.446999611333,-0.128234732793291,0.909090909090909,-0.00328587075575018,-0.0175438596491227,-0.817730936143831,-0.114942528735632,9.5,"edge",c(-57.9182716699058, 49.6146522976316),2.12318590677918
"49","Electric",3,"4",5.24638,5.83681,"timber","GMNP",-57.9194011912289,49.6133321151602,132.088418068364,-0.112544017317076,-0.537190082644628,-0.0339539978094194,-0.0175438596491227,-0.939243645381277,-0.0747126436781609,6.83333333333333,"closed",c(-57.9182716699058, 49.6146522976316),2.12318590677918
"50","Electric",3,"5",4.16818,4.595565,"timber","GMNP",-57.9197488725724,49.613179229246,121.389565467834,-0.057909553821496,-0.710743801652893,0.0120481927710844,0.064327485380117,-0.826410415375078,-0.0344827586206897,14.3333333333333,"closed",c(-57.9182716699058, 49.6146522976316),2.12318590677918
"51","Gros Morne trail",1,"1",3.45117,3.945555,"timber","GMNP",-57.8434790857674,49.5733468747228,92.3071839809417,-0.00517537220553948,0.506122448979592,-0.0660377358490567,0.0413223140495868,-0.250867052023121,0.04,NA,"open",c(-57.844452356671, 49.5731277762692),0
"52","Gros Morne trail",1,"2",5.840495,6.62211,"timber","GMNP",-57.8431167360933,49.5734169055241,95.7723940033465,-0.0256935717164186,-0.26530612244898,0.0330188679245282,-0.0330578512396694,-0.292485549132948,0,NA,"open",c(-57.844452356671, 49.5731277762692),0
"53","Gros Morne trail",1,"3",2.101935,2.25889,"timber","GMNP",-57.8427580655543,49.5734312590941,93.1478041000664,0.0752820496457096,0.763265306122449,-0.108490566037736,0.0413223140495868,2.32947976878613,0,NA,"edge",c(-57.844452356671, 49.5731277762692),0
"54","Gros Morne trail",1,"5",4.82652,5.00172,"timber","GMNP",-57.8421284258904,49.5735244872513,77.3734682211652,0.00402141943379652,0.322448979591837,0.0188679245283018,-0.107438016528926,0.165317919075144,0,NA,"closed",c(-57.844452356671, 49.5731277762692),0
"55","Gros Morne trail",3,"1",3.190865,3.50659,"timber","GMNP",-57.8433786705675,49.57128601619,57.2662904262542,-0.00213036721262168,-0.522448979591837,0.0047169811320754,-0.0330578512396694,-0.542196531791908,0,NA,"open",c(-57.844452356671, 49.5731277762692),0
"56","Gros Morne trail",3,"2",5.01804,5.8831,"timber","GMNP",-57.8433353412251,49.5710617341788,53.0285107400268,-0.0112689301752597,-0.155102040816327,0.0471698113207546,0.190082644628099,0.331791907514451,0,NA,"open",c(-57.844452356671, 49.5731277762692),0
"57","Gros Morne trail",3,"3",7.14662,8.0077,"timber","GMNP",-57.8433754016252,49.5708403503987,48.5667665619403,0.00915681304967954,-0.485714285714286,0.0188679245283018,-0.0330578512396694,-0.250867052023121,0,NA,"edge",c(-57.844452356671, 49.5731277762692),0
"58","Gros Morne trail",3,"4",3.589405,3.86037,"timber","GMNP",-57.8433075082095,49.5706076687666,45.9241884369403,-0.01018783861506,-0.228571428571429,0.0047169811320754,-0.0330578512396694,-0.739884393063584,0,NA,"closed",c(-57.844452356671, 49.5731277762692),0
"59","Gros Morne trail",3,"5",3.623675,3.961105,"timber","GMNP",-57.8432767536461,49.5703222508055,43.8963849246501,-0.0340042022042858,0.0653061224489796,0.0471698113207546,-0.0330578512396694,-0.75028901734104,-0.04,NA,"closed",c(-57.844452356671, 49.5731277762692),0
"60","Berry Hill",1,"1",3.235165,3.97854,"insect","GMNP",-57.9228074290397,49.6196608711496,97.2288599014282,0.0617088309574737,-0.236111111111111,0.0336906584992343,0.0824742268041237,1.23354231974922,0.064516129032258,6,"open",c(-57.9220380454264, 49.6192203729508),2.12318590677918
"61","Berry Hill",1,"2",1.65201,1.79655,"insect","GMNP",-57.9227940179947,49.6194874914825,99.8165063858032,0.0200970942279038,0.388888888888889,0.0336906584992343,0.00515463917525771,2.99686520376176,0.0161290322580645,7.33333333333333,"open",c(-57.9220380454264, 49.6192203729508),2.12318590677918
"62","Berry Hill",1,"3",3.591165,4.13764,"insect","GMNP",-57.9228707962277,49.6192562347743,97.6050806660205,-0.0429845587538704,-0.351851851851852,-0.0581929555895865,0.00515463917525771,-0.529780564263323,-0.0322580645161291,6.33333333333333,"edge",c(-57.9220380454264, 49.6192203729508),2.12318590677918
"63","Berry Hill",1,"4",1.515765,1.546115,"insect","GMNP",-57.9229230993035,49.6189678134861,97.5053492216393,-0.123005488813057,-0.513888888888889,-0.0581929555895865,-0.0721649484536083,-0.38871473354232,0.0161290322580645,13.5,"closed",c(-57.9220380454264, 49.6192203729508),2.12318590677918
"64","Berry Hill",1,"5",1.700675,1.74382,"insect","GMNP",-57.922998368794,49.6187958587423,92.6194849014282,-0.103430557749496,-0.0046296296296297,-0.230474732006126,-0.149484536082474,-0.600313479623824,0.161290322580645,12.5,"closed",c(-57.9220380454264, 49.6192203729508),2.12318590677918
"65","Berry Hill",2,"1",6.986475,8.59836,"insect","GMNP",-57.9208593909236,49.6189411171245,113.945595802739,0.0352161639120851,0.342592592592593,0.0107197549770291,0.00515463917525771,-0.858934169278997,0.0161290322580645,NA,"open",c(-57.9220380454264, 49.6192203729508),2.12318590677918
"66","Berry Hill",2,"2",3.79366,4.282615,"insect","GMNP",-57.921180250177,49.618840492377,118.593361914157,0.0859984493612932,1.24537037037037,0.0222052067381317,0.0824742268041237,-0.153605015673981,0.0161290322580645,NA,"open",c(-57.9220380454264, 49.6192203729508),2.12318590677918
"67","Berry Hill",2,"3",2.540225,2.83248,"insect","GMNP",-57.9213939887079,49.6187284263316,115.930031837895,0.00359358212022897,0.203703703703704,0.045176110260337,0.00515463917525771,-0.764890282131661,-0.0322580645161291,NA,"edge",c(-57.9220380454264, 49.6192203729508),2.12318590677918
"68","Berry Hill",2,"4",3.420055,3.83284,"insect","GMNP",-57.9216734413597,49.6185819944828,107.37107181549,0.0108694089533209,-0.537037037037037,-0.000765696784073463,0.00515463917525771,-0.576802507836991,0.0161290322580645,NA,"closed",c(-57.9220380454264, 49.6192203729508),2.12318590677918
"69","Berry Hill",2,"5",4.16834,4.40947,"insect","GMNP",-57.9220291693303,49.6185176214668,102.600258888676,0.0290635838227402,0.712962962962963,-0.000765696784073463,0.15979381443299,-0.600313479623824,0.064516129032258,NA,"closed",c(-57.9220380454264, 49.6192203729508),2.12318590677918
"70","Berry Hill",3,"1",3.42691,3.841245,"insect","GMNP",-57.9224491026792,49.6195428958624,102.753945350647,0.0577284931644055,-0.259259259259259,0.0566615620214396,-0.0721649484536083,1.11598746081505,0.0161290322580645,NA,"open",c(-57.9220380454264, 49.6192203729508),2.12318590677918
"71","Berry Hill",3,"2",3.38085,3.985525,"insect","GMNP",-57.922107875401,49.6196113341018,104.37058353424,-0.0191646712902399,0.134259259259259,0.0566615620214396,0.0824742268041237,0.222570532915361,-0.129032258064516,NA,"open",c(-57.9220380454264, 49.6192203729508),2.12318590677918
"72","Berry Hill",3,"3",2.558735,2.90514,"insect","GMNP",-57.9218366370144,49.6197349252641,108.40183353424,0.137596708007612,-0.189814814814815,0.0681470137825422,-0.0721649484536083,-0.130094043887147,0.0161290322580645,NA,"edge",c(-57.9220380454264, 49.6192203729508),2.12318590677918
"73","Berry Hill",3,"4",2.49989,2.6709,"insect","GMNP",-57.9214865617381,49.6197741399374,113.370089638978,-0.0869517960388939,-0.444444444444444,0.0222052067381317,0.00515463917525771,-0.412225705329154,-0.129032258064516,NA,"closed",c(-57.9220380454264, 49.6192203729508),2.12318590677918
"74","Berry Hill",3,"5",4.08455,4.21567,"insect","GMNP",-57.9211605527046,49.6198644256681,116.23532962799,-0.0663352418815056,-0.490740740740741,-0.000765696784073463,-0.0721649484536083,-0.553291536050157,-0.0806451612903226,NA,"closed",c(-57.9220380454264, 49.6192203729508),2.12318590677918
"75","Berry Pond",1,"1",4.8234,5.400125,"insect","GMNP",-57.9128581221281,49.6222887544421,114.930418553762,0.0966747862947949,0.231788079470199,-0.074367088607595,0.135135135135135,1.64458955223881,0.0275590551181103,NA,"open",c(-57.9134565686218, 49.6223079905816),2.55415649716103
"76","Berry Pond",1,"2",4.691165,6.12003,"insect","GMNP",-57.9125112668219,49.6221738495394,117.270424842834,0.0159352856365373,-0.165562913907285,0.0110759493670885,0.216216216216216,1.03171641791045,0.0275590551181103,5.16666666666667,"open",c(-57.9134565686218, 49.6223079905816),2.55415649716103
"77","Berry Pond",1,"3",8.957265,10.303995,"insect","GMNP",-57.9122873861882,49.6220474923494,117.901650490239,0.0362789699620022,-0.165562913907285,-0.00316455696202541,-1,-0.177238805970149,0.0275590551181103,6.5,"edge",c(-57.9134565686218, 49.6223079905816),2.55415649716103
"78","Berry Pond",1,"4",12.55795,13.45937,"insect","GMNP",-57.9119523615184,49.6218808601144,128.021584571339,0.0479538193158163,-0.52317880794702,-0.074367088607595,-0.0270270270270271,-0.907649253731343,-0.149606299212598,6,"closed",c(-57.9134565686218, 49.6223079905816),2.55415649716103
"79","Berry Pond",2,"1",5.003685,5.571405,"insect","GMNP",-57.9139382020178,49.6219147649127,110.050332129932,-0.00187523643360633,0.350993377483444,0.0965189873417721,0.216216216216216,0.00746268656716416,-0.00787401574803147,5.16666666666667,"open",c(-57.9134565686218, 49.6223079905816),2.55415649716103
"80","Berry Pond",2,"2",9.40715,9.95185,"insect","GMNP",-57.9143156391176,49.6217587776944,106.799660682678,-0.0300255066188739,0.410596026490066,0.0537974683544303,0.054054054054054,-0.244402985074627,-0.00787401574803147,13.5,"open",c(-57.9134565686218, 49.6223079905816),2.55415649716103
"81","Berry Pond",2,"3",3.08307,3.41755,"insect","GMNP",-57.9146577884051,49.6217208914923,115.725197852589,-0.0325087044074996,0.708609271523179,0.0822784810126581,0.378378378378378,0.200559701492537,-0.00787401574803147,5.91666666666667,"edge",c(-57.9134565686218, 49.6223079905816),2.55415649716103
"82","Berry Pond",2,"4",6.45202,6.99322,"insect","GMNP",-57.9150185455176,49.621659116866,114.331643166951,-0.0942070364572248,-0.423841059602649,-0.102848101265823,0.054054054054054,-0.916044776119403,0.0275590551181103,20.6666666666667,"closed",c(-57.9134565686218, 49.6223079905816),2.55415649716103
"83","Berry Pond",2,"5",4.51108,5.327195,"insect","GMNP",-57.9153741896691,49.6216099989131,103.27536869049,-0.0382263772919465,-0.423841059602649,0.0110759493670885,-0.0270270270270271,-0.638992537313433,0.062992125984252,13.3333333333333,"closed",c(-57.9134565686218, 49.6223079905816),2.55415649716103
"84","Gros Morne trail",2,"1",7.53163,9.06384,"timber","GMNP",-57.8461807407977,49.5751874987497,122.732232809066,0.0355545551012358,0.387959866220736,-0.0847457627118644,0.0294117647058824,1.33475479744136,0.0264900662251656,NA,"open",c(-57.844452356671, 49.5731277762692),0
"85","Gros Morne trail",2,"2",4.085125,4.69737,"timber","GMNP",-57.8465141729059,49.5752386283591,120.68822646141,0.0254534179309135,0.438127090301003,0.135593220338983,0.0294117647058824,-0.694385216773276,-0.0397350993377483,NA,"open",c(-57.844452356671, 49.5731277762692),0
"86","Gros Morne trail",2,"3",6.259365,6.557505,"timber","GMNP",-57.8468297515603,49.5752210263627,124.43181783054,0.0946807845982572,-0.297658862876254,-0.0677966101694915,0.0294117647058824,1.02558635394456,0.0264900662251656,NA,"edge",c(-57.844452356671, 49.5731277762692),0
"87","Gros Morne trail",2,"4",5.67207,6.26081,"timber","GMNP",-57.8471430671008,49.5751915220632,134.798944234848,-0.071260068545489,-0.247491638795987,-0.0338983050847458,-0.0441176470588235,-0.72636815920398,0.0264900662251656,NA,"closed",c(-57.844452356671, 49.5731277762692),0
"88","Gros Morne trail",2,"5",5.85051,6.31051,"timber","GMNP",-57.8475092724504,49.5751126902642,134.606012167409,-0.0844286890849177,-0.280936454849498,0.0508474576271186,-0.0441176470588235,-0.939587775408671,-0.0397350993377483,NA,"closed",c(-57.844452356671, 49.5731277762692),0
"89","Old cut",1,"1",7.325695,7.82075,"timber","GMNP",-57.8574510716252,49.5619977006131,205.065304885618,0.154208100796315,-0.53765690376569,0.189885200124108,0.262135922330097,2.59821428571429,0,NA,"open",c(-57.8573518777223, 49.5620592792958),0
"90","Old cut",1,"2",12.38289,13.702005,"timber","GMNP",-57.8572559640273,49.5618369843334,201.650051807053,0.118344176164166,0.115062761506276,0.109215017064846,-0.0533980582524272,-0.662337662337662,0.0689655172413793,NA,"open",c(-57.8573518777223, 49.5620592792958),0
"91","Old cut",1,"3",4.384265,4.55395,"timber","GMNP",-57.8569765399702,49.5617009592076,198.632508968003,0.0311101213153273,-0.456066945606695,0.0890474713000311,0.00970873786407763,-0.905032467532468,0.0689655172413793,NA,"edge",c(-57.8573518777223, 49.5620592792958),0
"92","Old cut",1,"4",3.654625,4.157495,"timber","GMNP",-57.8567535896393,49.5615532016846,201.329095662571,0.0338725058324946,0.087866108786611,0.149550108594477,0.00970873786407763,-0.889204545454545,0.103448275862069,NA,"closed",c(-57.8573518777223, 49.5620592792958),0
"93","Old cut",1,"5",4.146205,4.380135,"timber","GMNP",-57.8565130264735,49.5614382163051,199.106734783388,-0.0343716685566015,-0.156903765690377,0.149550108594477,-0.116504854368932,-0.910308441558442,0,NA,"closed",c(-57.8573518777223, 49.5620592792958),0
"94","Old cut",2,"1",4.166695,4.44674,"timber","GMNP",-57.8574150894375,49.5620294195133,205.517755331471,0.146941398254806,-0.347280334728033,0.331058020477816,0.00970873786407763,2.70373376623377,0.0689655172413793,NA,"open",c(-57.8573518777223, 49.5620592792958),0
"95","Old cut",2,"4",5.24257,5.672135,"timber","GMNP",-57.8564300481768,49.5621458441483,215.961847128346,0.0978705972108875,0.196652719665272,-0.0319578032888613,-0.116504854368932,2.55600649350649,0,NA,"closed",c(-57.8573518777223, 49.5620592792958),0
"96","Old cut",2,"5",3.600215,3.779595,"timber","GMNP",-57.8561500889544,49.5620811825312,205.907973555848,-0.0314044637086766,0.0606694560669457,-0.132795532112938,-0.0533980582524272,-0.831168831168831,0.0344827586206897,NA,"closed",c(-57.8573518777223, 49.5620592792958),0
"97","Old cut",3,"1",5.71317,5.74547,"timber","GMNP",-57.8575945882395,49.5621118185172,204.456067193299,-0.000226428594833609,0.115062761506276,-0.0924604405833074,0.00970873786407763,-0.13474025974026,-0.0344827586206897,5.83333333333333,"open",c(-57.8573518777223, 49.5620592792958),0
"98","Old cut",3,"2",7.71951,8.382345,"timber","GMNP",-57.8578984067298,49.5622595869945,201.490274413488,-0.0903844569835109,0.550209205020921,0.0285448340055849,0.199029126213592,-0.752029220779221,-0.0689655172413793,6.5,"open",c(-57.8573518777223, 49.5620592792958),0
